TITRE,PRIX,ARR,LINK,M2,PIECES
Appartement à Champ de Mars à Paris,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6770730909.html,37,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6770730999.html,,
Paris apartment rental near Parmentier,€950,11th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-parmentier/6770662435.html,30,
Apartment studio near Convention in Paris,€1000,15th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-convention-in/6770666231.html,30,
Paris apartment rental near Invalides,€2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6770664703.html,58,
Paris duplex apartment rental near Les Halles,€990,2nd arrondissement,https://paris.craigslist.org/apa/d/paris-duplex-apartment-rental-near-les/6770667209.html,18,
Paris apartment rental near Dupleix,€3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6770129431.html,107,
Montmartre Fully Furnished Fully Equiped,€900,Paris,https://paris.craigslist.org/apa/d/montmartre-fully-furnished-fully-equiped/6770143830.html,350,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6770130707.html,18,
Quiet 3 bedroom Apartment!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/quiet-3-bedroom-apartment/6770052560.html,,
Amazing loft apartment with beautiful courtyard!,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6769960443.html,,
- 70m2/ Stylish and modern rooftop apartment!,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6769968000.html,,
Apartment  in a very convenient location,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/apartment-in-very-convenient-location/6769966642.html,,
Apartment  with 2 outdoor balconies and a nice Paris view!,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/apartment-with-2-outdoor-balconies-and/6769962247.html,,
Beautiful 2 Bedroom Apartment!,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/beautiful-2-bedroom-apartment/6769953185.html,,
Lovely 1 Bedroom - 37m2 Apartment!,€1249,Paris Pernety - Rue Boyer Barret,https://paris.craigslist.org/apa/d/lovely-1-bedroom-37m2-apartment/6769949148.html,,
Apartment ** 1 Bedroom ** On a prime spot!,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/apartment-1-bedroom-on-prime-spot/6769950374.html,,
Furnished 1 Bedroom Apartment @ 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment-43m2/6769958824.html,,
Apartment in the prestigious 16th district of Paris!,€1499,Paris Victor Hugo - Rue Lauriston -,https://paris.craigslist.org/apa/d/apartment-in-the-prestigious-16th/6769954018.html,,
- 1 Bedroom  apartment adjacent to Metro Cambronne,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6769955296.html,,
Studio apartment in a great location!!!,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-apartment-in-great-location/6769941323.html,,
Charming Apartment! ** 1 Bedroom - 24m2,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/charming-apartment-1-bedroom-24m2/6769946672.html,,
Secure underground parking place.,€60,Paris,https://paris.craigslist.org/apa/d/secure-underground-parking-place/6769939798.html,,
*All Furnished Studio * - 15m2,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/all-furnished-studio-15m2/6769942852.html,,
Apartment Montmartre and Sacré Coeur!,€1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/apartment-montmartre-and-sacr-coeur/6769943820.html,,
Beautiful Studio with loft in 3rd Arrondissement,€500,3rd Arrondissement,https://paris.craigslist.org/apa/d/beautiful-studio-with-loft-in-3rd/6769914803.html,,1
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6769918847.html,,
Appartement à Champ de Mars à Paris,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6769918732.html,37,
Amazing studio / Amazing studio in Rue du Temple,€500,4th Arrondissement,https://paris.craigslist.org/apa/d/amazing-studio-amazing-studio-in-rue-du/6769912038.html,,1
SUNNY SUBLET:BRIGHT & SPACIOUS  WITH LOVELY VIEW,€1045,metro PARMENTIER,https://paris.craigslist.org/apa/d/sunny-subletbright-spacious-with-lovely/6769901829.html,27,1
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6769898608.html,63,
Grand 2 pièces de 50sqm rue d'Hauteville,€1800,10ème arrondissement,https://paris.craigslist.org/apa/d/grand-2-pices-de-50sqm-rue-dhauteville/6769898666.html,50,
Paris apartment rental near Notre Dame,€1242,"Rue Monge, 5th arrondissement",https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6769879447.html,33,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6769878479.html,21,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6769875209.html,40,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6769874876.html,35,
"1BR (26sqm), Rue des Roses",€900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6769278486.html,26,
Spacious 3 Bedroom Apartment!,€4200,Paris Sevres Babylone Bon Marche -,https://paris.craigslist.org/apa/d/spacious-3-bedroom-apartment/6769135324.html,,
Studio Apartment! One block from metro Rambuteau!,€1699,Paris Marais - Rue des Haudriettes -,https://paris.craigslist.org/apa/d/studio-apartment-one-block-from-metro/6769102515.html,,
- 3 Bedroom apartment with balcony and view over Paris.,€2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony-and/6769129365.html,,
3 beds apartment in a  family friendly private street !,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/3-beds-apartment-in-family-friendly/6769127557.html,,
- 2 Bedroom apartment with elevator and balcony,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6769109533.html,,
Stylish and modern rooftop apartment!,€1950,Paris Rambuteau - Rue St Martin -,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6769108161.html,,
Amazing loft apartment with beautiful courtyard!,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6769099462.html,,
Very Bright 2 Bedroom Apartment!,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/very-bright-2-bedroom-apartment/6769103986.html,,
Lovely 2 Bedroom Apartment!,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/lovely-2-bedroom-apartment/6769093276.html,,
Apartment near the Eiffel Tower!,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/apartment-near-the-eiffel-tower/6769101074.html,,
Renovated Apartment: 1 Bedroom - 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-apartment-1-bedroom-43m2/6769098376.html,,
Apartment  in the prestigious 16th district of Paris,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/apartment-in-the-prestigious-16th/6769095852.html,,1
"Gorgeous 1 Bedroom - 45m2, Apartment!",€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/gorgeous-1-bedroom-45m2-apartment/6769096992.html,,
- Studio  apartment in a great location-,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-apartment-in-great-location/6769080543.html,,
Apartment in the center of Paris!,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/apartment-in-the-center-of-paris/6769089237.html,,
SUnny 1 Bedroom - 37m2** Apartment!,€1249,Paris Pernety - Rue Boyer Barret -,https://paris.craigslist.org/apa/d/sunny-1-bedroom-37m2-apartment/6769087673.html,,
Apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/apartment-with-loft-sleeping-area/6769086741.html,,
Furnished 1 Bedroom Apartment!,€1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment/6769083958.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin -,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6769085560.html,,1
- Studio with a large terrace-,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6769081280.html,,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6769080613.html,,
Furnished 2BR apartment (46sqm) rue Berzélius,€1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6769080959.html,46,
Furnished Studio Apartment in heart of Paris,€400,6th Arrondissement,https://paris.craigslist.org/apa/d/furnished-studio-apartment-in-heart-of/6769050499.html,,1
Paris apartment rental near Mirabeau,€279,16th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-mirabeau/6769058658.html,70,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6769058342.html,21,
Lovely Studio Apt Available in rue du Temple 4th Arrondissement,€500,4th Arrondissement,https://paris.craigslist.org/apa/d/lovely-studio-apt-available-in-rue-du/6769048335.html,,1
"Appartement 2 chambres, Rue Custine",€1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6769036870.html,57,
"1BR, 50sqm, avenue du General Leclerc",€1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6769036788.html,50,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6769036561.html,40,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6769036499.html,35,
"1BR (26sqm), Rue des Roses",€900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6768461807.html,26,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6768456926.html,21,
"Studio mezzanine (21m²), proche Notre-Dame, Quai de la Tournelle",€1250,5ème arrondissement,https://paris.craigslist.org/apa/d/studio-mezzanine-21m-proche-notre-dame/6768456524.html,21,
- Studio - One block from metro Rambuteau,€1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6768429640.html,,
Seventh floor 1 bedroom apartment with elevator and balcony,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6768433874.html,,
; 2 Beds Apartment with an open kitchen!,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/2-beds-apartment-with-an-open-kitchen/6768423651.html,,
- 70m2 Stylish and modern rooftop apartment!,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6768433294.html,,
Perfect 1 Bedroom - 30m2 on a prime spot!,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/perfect-1-bedroom-30m2-on-prime-spot/6768420726.html,,
2 Bedroom flat* in a very convenient location!,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-flat-in-very-convenient/6768430396.html,,
Conveniently-located Apartment,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/conveniently-located-apartment/6768429080.html,,1
Renovated/Furnished 1 Bedroom - 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-furnished-1-bedroom-43m2/6768427534.html,,
Apartment adjacent to Metro Cambronne*****,€1550,Paris Cambronne - Villa Croix Nivert -,https://paris.craigslist.org/apa/d/apartment-adjacent-to-metro-cambronne/6768425728.html,,
Spacious 1 Bedroom Apartment! - 36m2,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6768424190.html,,
1 Bedroom apartment in Pernety!,€1249,Paris Pernety - Rue Boyer Barret -,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-pernety/6768419970.html,,
Charming 1 Bedroom Apartment!,€1090,Paris Abbesses - Rue Durantin -,https://paris.craigslist.org/apa/d/charming-1-bedroom-apartment/6768418545.html,,
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6768399334.html,60,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6768357214.html,,
2 pièces 25m² Rue de la Mare,€900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6767824368.html,25,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6767822056.html,18,
Furnished 2BR apartment (46sqm) rue Berzélius,€1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6767822929.html,46,
Charming 3 bedroom flat!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/charming-3-bedroom-flat/6767707375.html,,
Amazing loft apartment with beautiful courtyard!,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6767689491.html,,
- 2 Bedroom apartment with elevator and balcony!,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6767695417.html,,
- 70m2  Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6767694408.html,,
Convenient 2 Bedroom - 65m2** Apartment!,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/convenient-2-bedroom-65m2-apartment/6767693731.html,,
Conveniently-located Apartment!,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/conveniently-located-apartment/6767690629.html,,
- 1 Bedroom - 35m2 { Fifth floor apartment},€1475,Paris Reaumur - Sebastopol- Rue St Denis,https://paris.craigslist.org/apa/d/1-bedroom-35m2-fifth-floor-apartment/6767682181.html,,
Renovated/ Furnished 1 Bedroom Apartment!,€1599,Paris Censier Daubenton - Rue du Fer a Moulin -,https://paris.craigslist.org/apa/d/renovated-furnished-1-bedroom-apartment/6767688747.html,,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6767688740.html,40,
Charming 2 Beds Apartment!,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/charming-2-beds-apartment/6767683006.html,,
Apartment in the the center of Paris!,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/apartment-in-the-the-center-of-paris/6767681106.html,,
"Appartement 2 chambres, Rue Custine",€1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6767688138.html,57,
Very Sunny 1 Bedroom Apartment!,€1249,Paris Pernety - Rue Boyer Barret,https://paris.craigslist.org/apa/d/very-sunny-1-bedroom-apartment/6767680321.html,,
Ground floor apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/ground-floor-apartment-with-loft/6767679457.html,,
- 1 Bedroom  apartment adjacent to Metro Cambronne-,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6767685364.html,,
FULLY FURNISHED APARTMENT!,€1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/fully-furnished-apartment/6767677719.html,,1
Spacious Apartment: 1 Bedroom - 36m2,€1499,Paris Victor Hugo - Rue Lauriston -,https://paris.craigslist.org/apa/d/spacious-apartment-1-bedroom-36m2/6767683871.html,,
Lovely 1 Bedroom Apartment!,€1090,Paris Abbesses - Rue Durantin -,https://paris.craigslist.org/apa/d/lovely-1-bedroom-apartment/6767678378.html,,1
Studio with elevator in perfect condition!,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6767675995.html,,
*Compact  Studio apartment in a great location!,€750,Paris Bastille - Rue de Charonne -,https://paris.craigslist.org/apa/d/compact-studio-apartment-in-great/6767673870.html,,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6767655608.html,21,
"1BR, 50sqm, avenue du General Leclerc",€1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6767654919.html,50,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6767654817.html,35,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6767654881.html,40,
Studio Apartment In Rue des Jeuneurs,€550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6754997150.html,15,1
Studio Avenue Georges Mandel,€1450,16ème  arrondissement,https://paris.craigslist.org/apa/d/studio-avenue-georges-mandel/6767643554.html,36,
Studio à Strasbourg Saint Denis,€850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6767643654.html,16,
LOUVRE LOVELY APARTMENT LOCATED IN PARIS,€600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6758533413.html,30,1
Lovely Apartment In Paris,€450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6755014773.html,13,1
Apartment studio near Villiers in Paris,€950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6767009801.html,23,
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6767011853.html,60,
Appartement à Champ de Mars à Paris,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6766960693.html,37,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6766953295.html,,
Spacious  3 Bedroom - 110m2,€4200,Paris Sevres Babylone Bon Marche,https://paris.craigslist.org/apa/d/spacious-3-bedroom-110m2/6766871062.html,,
Gorgeous 3 bedroom apartment!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/gorgeous-3-bedroom-apartment/6766866820.html,,
Apartment with balcony and view over Paris.,€2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/apartment-with-balcony-and-view-over/6766869074.html,,
Amazing loft apartment with beautiful courtyard,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6766853086.html,,1
Furnished 2BR apartment (46sqm) rue Berzélius,€1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6766862229.html,46,
apartment with elevator and balcony.,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/apartment-with-elevator-and-balcony/6766860680.html,,
Appartement à Champ de Mars,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6766859987.html,37,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6766861172.html,40,
- 70m2/ Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6766859907.html,,
Furnished Apartment! { 2 Beds},€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/furnished-apartment-2-beds/6766849361.html,,
- 2 Bedroom apartment in a very convenient location !,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6766858337.html,,
Apartment on a Prime Spot!,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/apartment-on-prime-spot/6766849446.html,,1
Apartment near the Eiffel Tower!,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/apartment-near-the-eiffel-tower/6766854046.html,,1
Furnished/Renovated 1 Bedroom Apartment!,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-renovated-1-bedroom-apartment/6766851693.html,,
- 1 Bedroom apartment adjacent to Metro Cambronne**,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6766850675.html,,
Sunny 1 Bedroom Apartment!,€1249,Paris Pernety - Rue Boyer Barret -,https://paris.craigslist.org/apa/d/sunny-1-bedroom-apartment/6766846373.html,,1
Spacious 1 Bedroom - 36m2!,€1499,Paris Victor Hugo - Rue Lauriston -,https://paris.craigslist.org/apa/d/spacious-1-bedroom-36m2/6766849901.html,,
Ground floor apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/ground-floor-apartment-with-loft/6766843599.html,,
- Studio with a large terrace-,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6766839940.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6766841909.html,,1
Compact Studio with hardwood floors!,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/compact-studio-with-hardwood-floors/6766839351.html,,
Appart 2 chambres meublé,€1090,36 bis rue de Montreuil,https://paris.craigslist.org/apa/d/appart-2-chambres-meubl/6766836620.html,35,2
Nice and spacious stuido apartment availabe at 7th Arrondissement,€400,7th Arrondissement,https://paris.craigslist.org/apa/d/nice-and-spacious-stuido-apartment/6766816804.html,,1
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6766788674.html,35,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6766788763.html,,
2 pièces 25m² Rue de la Mare,€900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6766789197.html,25,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6766788814.html,35,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6766788728.html,18,
"1BR, 50sqm, avenue du General Leclerc",€1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6766219623.html,50,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6766203772.html,40,
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6766204971.html,63,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6766203875.html,21,
Elegant Studio apartment heart of Paris,€400,5th arrondissements,https://paris.craigslist.org/apa/d/elegant-studio-apartment-heart-of-paris/6766019058.html,,1
Studio apartment availbale at 1st Arrondissement,€350,1st Arrondissement,https://paris.craigslist.org/apa/d/studio-apartment-availbale-at-1st/6766011422.html,,1
Grand 2 pièces de 50sqm rue d'Hauteville,€1800,10ème arrondissement,https://paris.craigslist.org/apa/d/grand-2-pices-de-50sqm-rue-dhauteville/6766012024.html,50,
Apartment on Rue Commines,€1000,5th arrondissement,https://paris.craigslist.org/apa/d/apartment-on-rue-commines/6766013130.html,30,
Studio à Strasbourg Saint Denis,€850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6766011392.html,16,
Paris apartment rental near Notre Dame,€1242,5th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6765996058.html,33,
"Appartement 2 chambres, Rue Custine",€1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6765996826.html,57,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6765995761.html,40,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6765917556.html,,
Appartement à Champ de Mars,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6765919592.html,37,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6765920577.html,40,
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6765391969.html,63,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6765392583.html,,
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6765392958.html,60,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6765394603.html,18,
"Appartement 2 chambres, Rue Custine",€1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6765392180.html,57,
Classic 3 Bedroom Apartment @ 110m2,€4200,Paris Sevres Babylone Bon Marche -,https://paris.craigslist.org/apa/d/classic-3-bedroom-apartment-110m2/6765235105.html,,
APartment with balcony and view over Paris!,€2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/apartment-with-balcony-and-view-over/6765232679.html,,
Apartment on the 1st floor!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/apartment-on-the-1st-floor/6765230495.html,,3
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6765232221.html,95,
2 Beds Apartment with an open kitchen!,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/2-beds-apartment-with-an-open-kitchen/6765203777.html,,
