ID,TITRE,PRIX,ARR,LINK,M2,PIECES
1216,- Studio - One block from metro Rambuteau!,1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6795348834.html,,
1217,Very Bright Apartment!  2 Bedroom - 65m2,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/very-bright-apartment-2-bedroom-65m2/6795362865.html,,
1218,Bright Studio Apartment - 25m2,1100,Paris Avenue la Motte Piquet - Boulevard Grenelle,https://paris.craigslist.org/apa/d/bright-studio-apartment-25m2/6795333200.html,,
1219,*Apartment* close to Bastille!,1590,Paris Bastille Marais - Bd Richard Lenoir-,https://paris.craigslist.org/apa/d/apartment-close-to-bastille/6795345775.html,,
1220,Top Floor Apartment { Studio - 14m2},650,Paris Republique - Quai de Valmy,https://paris.craigslist.org/apa/d/top-floor-apartment-studio-14m2/6795327814.html,,
1221,Renovated 1 Bedroom Apartment!,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-apartment/6795347395.html,,
1222,"""1 Bedroom flat with balcony""",1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/1-bedroom-flat-with-balcony/6795342839.html,,
1223,- 1 Bedroom apartment adjacent to Metro Cambronne-,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6795344823.html,,
1224,Spacious Apartment! 1 Bedroom - 36m2,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-apartment-1-bedroom-36m2/6795343867.html,,
1225,Charming 1 bedroom  between Republique and Belleville,1299,Paris Goncourt - Rue Arthur Groussier,https://paris.craigslist.org/apa/d/charming-1-bedroom-between-republique/6795338062.html,,
1226,1 Bedroom Apartment in a safe building**,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-safe-building/6795335414.html,,
1227,Furnished Apartment: 1 Bedroom- 35m2,1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/furnished-apartment-1-bedroom-35m2/6795330159.html,,
1228,Apartment in the heart of the 14th district!,1299,Paris Pernety - Rue de la Sabliere,https://paris.craigslist.org/apa/d/apartment-in-the-heart-of-the-14th/6795336822.html,,
1229,Charming and quiet studio!,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6795332015.html,,
1230,- Studio Apartment Available- 13m2,750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-apartment-available-13m2/6795328314.html,,
1231,- Studio with a large terrace-,800,Paris Passy - Rue Benjamin  Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6795328980.html,,
1232,A 24 sqm studio in Montmartre (1 bedroom),1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre-1-bedroom/6795331038.html,,
1233,Beautiful Studio with loft in 3rd Arrondissement,500,3rd Arrondissement,https://paris.craigslist.org/apa/d/beautiful-studio-with-loft-in-3rd/6795315276.html,,1
1234,1 Bedroom Available,500,"Livry-Gargan, France",https://paris.craigslist.org/apa/d/1-bedroom-available/6795313546.html,,1
1235,House à Place d'Italie,1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6795315145.html,60,
1236,Apartment in Paris for monthly rental,,Paris,https://paris.craigslist.org/apa/d/apartment-in-paris-for-monthly-rental/6795315052.html,,
1237,"4th district, Studio Rue St Louis en l' Ile",1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6795315002.html,,
1238,Grand appartement Rue Etienne Marcel,2700,2ème arrondissement,https://paris.craigslist.org/apa/d/grand-appartement-rue-etienne-marcel/6795314902.html,100,
1239,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6795314818.html,58,
1240,Amazing studio / Amazing studio in Rue du Temple,500,4th Arrondissement,https://paris.craigslist.org/apa/d/amazing-studio-amazing-studio-in-rue-du/6795310780.html,,1
1241,Appartement à Champ de Mars à Paris,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6795295840.html,37,
1242,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6795295719.html,,
1243,Paris apartment rental near Notre Dame,1242,5th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6795295680.html,33,
1244,Appartement à Grands Boulevards,1250,10ème arrondissement,https://paris.craigslist.org/apa/d/appartement-grands-boulevards/6795295627.html,46,
1245,Apartment on Rue Commines,1000,5th arrondissement,https://paris.craigslist.org/apa/d/apartment-on-rue-commines/6795295556.html,30,
1246,Paris duplex apartment rental near Les Halles,990,2nd arrondissement,https://paris.craigslist.org/apa/d/paris-duplex-apartment-rental-near-les/6795240103.html,18,
1247,Apartment near Marais on Rue des Gravilliers,1100,3rd arrondissement,https://paris.craigslist.org/apa/d/apartment-near-marais-on-rue-des/6795236125.html,25,
1248,Paris apartment rental near Gobelins,1500,13th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-gobelins/6795235975.html,45,
1249,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6795235821.html,,
1250,"2ème arrondissement, Studio rue de Richelieu",900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6795235775.html,18,
1251,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6795235687.html,23,
1252,Calm one bedroom Studio In The Upper Marais,450,Rue Amelot,https://paris.craigslist.org/apa/d/calm-one-bedroom-studio-in-the-upper/6795204517.html,,1
1253,"Parisian Romantic, Apartment",500,Rue Mazarine,https://paris.craigslist.org/apa/d/parisian-romantic-apartment/6795208551.html,,1
1254,"Parisian Romantic, Apartment",500,Rue Mazarine,https://paris.craigslist.org/apa/d/parisian-romantic-apartment/6795208432.html,,1
1255,Calm one bedroom Studio In The Upper Marais,450,Rue Amelot,https://paris.craigslist.org/apa/d/calm-one-bedroom-studio-in-the-upper/6795204161.html,,1
1256,White Lighty Apartment For Renting,550,Rue Lepic,https://paris.craigslist.org/apa/d/white-lighty-apartment-for-renting/6795177274.html,43,1
1257,Available Accommodation Closed To Saint Germain des Prés,500,Rue Herschel,https://paris.craigslist.org/apa/d/available-accommodation-closed-to-saint/6794661186.html,,1
1258,Available Accommodation Closed To Saint Germain des Prés,500,Rue Herschel,https://paris.craigslist.org/apa/d/available-accommodation-closed-to-saint/6794661554.html,,1
1259,Paris apartment rental near Gobelins,1500,13th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-gobelins/6794650700.html,45,
1260,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6794641595.html,58,
1261,Apartment studio near Convention in Paris,1000,15th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-convention-in/6794642772.html,30,
1262,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6794642007.html,107,
1263,Furnished Studio Apartment in heart of Paris,400,6th Arrondissement,https://paris.craigslist.org/apa/d/furnished-studio-apartment-in-heart-of/6794440995.html,,1
1264,Lovely Studio Apt Available in rue du Temple 4th Arrondissement,500,4th Arrondissement,https://paris.craigslist.org/apa/d/lovely-studio-apt-available-in-rue-du/6794436016.html,,1
1265,Paris apartment rental near Madeleine,3775,1st arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-madeleine/6794437179.html,100,
1266,"Appartement 2 chambres, Rue Custine",1990,18ème,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6794437716.html,57,
1267,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6774503086.html,13,1
1268,Apartment in Paris for monthly rental,,Paris,https://paris.craigslist.org/apa/d/apartment-in-paris-for-monthly-rental/6794417640.html,,
1269,"Studio mezzanine (21m²), proche Notre-Dame, Quai de la Tournelle",1250,5ème arrondissement,https://paris.craigslist.org/apa/d/studio-mezzanine-21m-proche-notre-dame/6794417261.html,21,
1270,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6794417708.html,58,
1271,Apartment near Marais on Rue des Gravilliers,1100,3rd arrondissement,https://paris.craigslist.org/apa/d/apartment-near-marais-on-rue-des/6794417447.html,25,
1272,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6794417352.html,46,
1273,Location appartement à Quartier Latin,4000,,https://paris.craigslist.org/apa/d/location-appartement-quartier-latin/6794400477.html,95,
1274,House à Place d'Italie,1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6794396950.html,60,
1275,Studio meublé de 25m² à Paris 16,500,Paris,https://paris.craigslist.org/apa/d/studio-meubl-de-25m-paris-16/6794226580.html,,
1276,2bedrooms apt furnished 1.5 bath minimun 1 month,2950,Louvres Tuileries Opera,https://paris.craigslist.org/apa/d/2bedrooms-apt-furnished-15-bath-minimun/6793931090.html,75,2
1277,Furnished and beautiful One bedroom apartment located in the center of,550,Rue Saint-Antoine Paris,https://paris.craigslist.org/apa/d/furnished-and-beautiful-one-bedroom/6776086857.html,,1
1278,Appartement à Champ de Mars,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6793806539.html,37,
1279,Studio à Strasbourg Saint Denis,850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6793761894.html,16,
1280,"SUPERB, NEWLY & EXTREMELY FURNISHED 1-BEDROOM APARTMENT FOR RENT!!!",700,PARIS,https://paris.craigslist.org/apa/d/superb-newly-extremely-furnished-1/6772359348.html,,1
1281,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6793751785.html,63,
1282,Apartment in Paris for monthly rental,,Paris,https://paris.craigslist.org/apa/d/apartment-in-paris-for-monthly-rental/6793752070.html,,
1283,2 pièces 25m² Rue de la Mare,900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6793752096.html,25,
1284,"Studio mezzanine (21m²), proche Notre-Dame, Quai de la Tournelle",1250,5ème arrondissement,https://paris.craigslist.org/apa/d/studio-mezzanine-21m-proche-notre-dame/6793752083.html,21,
1285,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6793752054.html,107,
1286,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6793751854.html,40,
1287,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6793727270.html,26,
1288,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6793720256.html,,
1289,Appartement à Grands Boulevards,1250,10ème arrondissement,https://paris.craigslist.org/apa/d/appartement-grands-boulevards/6793720113.html,46,
1290,"2ème arrondissement, Studio rue de Richelieu",900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6793720304.html,18,
1291,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6793720213.html,46,
1292,"Appartement 2 chambres, Rue Custine",1990,18ème,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6793720171.html,57,
1293,Furnished 2 bedrooms apt Paris 8,2500,Paris Boétie,https://paris.craigslist.org/apa/d/furnished-2-bedrooms-apt-paris-8/6793285959.html,54,2
1294,Gare du Nord - Gare de l'Est (Paris 10°) 600€,600,Whatsapp 0644679345,https://paris.craigslist.org/apa/d/gare-du-nord-gare-de-lest-paris/6793252904.html,,
1295,Available Accommodationin the heart of Montmartre,500,Charles Dullin,https://paris.craigslist.org/apa/d/available-accommodationin-the-heart-of/6793124434.html,,1
1296,"Studio (25sqm), near Buttes Chaumont, Rue Rebeval",940,Paris 19th,https://paris.craigslist.org/apa/d/studio-25sqm-near-buttes-chaumont-rue/6793092027.html,25,
1297,Studio à Strasbourg Saint Denis,850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6793096405.html,16,
1298,Large one bedroom 70m2 apartment!,2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6793079394.html,,
1299,- 2 Bedroom  apartment with elevator and balcony,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6793075385.html,,
1300,- Two Bedroom  loft apartment right next to the Canal-,3399,Paris Jaques Bonsergent - Canal Saint Martin,https://paris.craigslist.org/apa/d/two-bedroom-loft-apartment-right-next/6793084589.html,,
1301,Charming 2 Bedroom Apartment - 68m2,2699,Paris Saint Michel - Rue Git le Coeur,https://paris.craigslist.org/apa/d/charming-2-bedroom-apartment-68m2/6793081456.html,,
1302,Sous loc - Fevrier-Avril/Mai,1900,Paris 9eme,https://paris.craigslist.org/apa/d/sous-loc-fevrier-avril-mai/6793084207.html,60,1
1303,- 3 Bedroom apartment with balcony*,2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony/6793082608.html,,
1304,- 70m2.. Stylish and modern rooftop apartment!,1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6793073616.html,,
1305,Totally furnished with separate kitchen.,1590,Paris Bastille Marais - Bd Richard Lenoir,https://paris.craigslist.org/apa/d/totally-furnished-with-separate-kitchen/6793050947.html,,
1306,- Studio - One block from metro Rambuteau,1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6793054127.html,,
1307,Sunny fully-furnished 1-bedroom flat in 18th arrondissement,1450,Paris Marcadet Poissoniers - Rue Marcadet,https://paris.craigslist.org/apa/d/sunny-fully-furnished-1-bedroom-flat-in/6793043108.html,,
1308,Very Bright Apartment!,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/very-bright-apartment/6793056528.html,,
1309,Renovated 1 Bedroom Apartment!,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-apartment/6793053228.html,,
1310,"""One bedroom ""  28m2  apartment",1299,Paris Goncourt - Rue Arthur Groussier,https://paris.craigslist.org/apa/d/one-bedroom-28m2-apartment/6793040180.html,,
1311,Fifth floor apartment without elevator,1475,Paris Reaumur - Sebastopol- Rue St Denis -,https://paris.craigslist.org/apa/d/fifth-floor-apartment-without-elevator/6793044051.html,,1
1312,- 1 Bedroom -  apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6793048889.html,,
1313,Studio Apartment: lot of natural light !,1100,Paris Avenue la Motte Piquet - Boulevard Grenelle,https://paris.craigslist.org/apa/d/studio-apartment-lot-of-natural-light/6793037773.html,,
1314,Spacious 1 Bedroom Apartment @ 36m2,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6793046826.html,,
1315,*Sixth floor apartment with elevator*,810,Paris Javel - Rue des Bergers,https://paris.craigslist.org/apa/d/sixth-floor-apartment-with-elevator/6793033151.html,,
1316,Charming and quiet studio !,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6793036738.html,,
1317,Furnished 50m2 apartment with balcony,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50m2-apartment-with-balcony/6793045176.html,,
1318,- Studio - 13m2,750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-13m2/6793030721.html,,
1319,Apartment:  in the heart of the 14th district!,1299,Paris Pernety - Rue de la Sabliere,https://paris.craigslist.org/apa/d/apartment-in-the-heart-of-the-14th/6793041953.html,,
1320,- Studio - with a large terrace !,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6793032226.html,,
1321,Calm and sunny fully furnished apartment**,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6793038798.html,,
1322,- 1 Bedroom- 35m2  *fully furnished**,1050,Paris Montmartre - Rue Labat,https://paris.craigslist.org/apa/d/1-bedroom-35m2-fully-furnished/6793034000.html,,
1323,A 24 sqm studio in Montmartre!,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6793034833.html,,
1324,Paris duplex apartment rental near Les Halles,990,2nd arrondissement,https://paris.craigslist.org/apa/d/paris-duplex-apartment-rental-near-les/6793015278.html,18,
1325,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6793015674.html,26,
1326,House à Place d'Italie,1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6793015422.html,60,
1327,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6793015512.html,46,
1328,Charming appartment in northwest Paris,950,near Place de Clichy,https://paris.craigslist.org/apa/d/charming-appartment-in-northwest-paris/6793013901.html,30,1
1329,Studio Avenue Georges Mandel,1450,16ème  arrondissement,https://paris.craigslist.org/apa/d/studio-avenue-georges-mandel/6792412281.html,36,
1330,Studio rue de Richelieu,900,2ème arrondissement,https://paris.craigslist.org/apa/d/studio-rue-de-richelieu/6792414098.html,18,
1331,BEAUTIFUL MONTMARTE/LGE 1 BED/JUST RENOVATED,900,,https://paris.craigslist.org/apa/d/beautiful-montmarte-lge-1-bed-just/6792365103.html,,1
1332,BEAUTIFUL MONTMARTE/LGE 1 BED/JUST RENOVATED,900,MONTMARTRE,https://paris.craigslist.org/apa/d/beautiful-montmarte-lge-1-bed-just/6792378696.html,,1
1333,Seventh floor 1 bedroom apartment with elevator and balcony!,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6792256437.html,,
1334,Sunny fully-furnished 1-bedroom flat in 18th arrondissement,1450,Paris Marcadet Poissoniers - Rue Marcadet -,https://paris.craigslist.org/apa/d/sunny-fully-furnished-1-bedroom-flat-in/6792224721.html,,
1335,Large one bedroom 70m2 apartment on the second floor,2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment-on-the/6792258793.html,,
1336,- Studio - One block from metro Rambuteau**,1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6792245043.html,,
1337,Apartment! well located in the Marais close to Bastille!,1590,Paris Bastille Marais - Bd Richard Lenoir-,https://paris.craigslist.org/apa/d/apartment-well-located-in-the-marais/6792241976.html,,
1338,- 70m2/ Stylish and modern rooftop apartment,1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6792253999.html,,
1339,Apartment {with plenty of storage},1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/apartment-with-plenty-of-storage/6792252225.html,,
1340,Renovated Apartment: 1 Bedroom - 43m2,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-apartment-1-bedroom-43m2/6792243555.html,,
1341,- 1 Bedroom -apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6792239944.html,,
1342,- 1 Bedroom - in the prestigious 16th district of Paris!,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/1-bedroom-in-the-prestigious-16th/6792238342.html,,
1343,- Studio - with a large terrace!,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6792202987.html,,
1344,Apartment! between Republique and Belleville.!,1299,Paris Goncourt - Rue Arthur Groussier,https://paris.craigslist.org/apa/d/apartment-between-republique-and/6792219560.html,,
1345,Furnished 50m2 apartment with balcony,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50m2-apartment-with-balcony/6792230896.html,,
1346,Sixth floor apartment with elevator,810,Paris Javel - Rue des Bergers,https://paris.craigslist.org/apa/d/sixth-floor-apartment-with-elevator/6792204452.html,,
1347,- Studio - With natural light**,1100,Paris Avenue la Motte Piquet - Boulevard Grenelle,https://paris.craigslist.org/apa/d/studio-with-natural-light/6792214365.html,,
1348,Calm and sunny fully furnished apartment,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6792217038.html,,
1349,Apartment  in the heart of the 14th district close to Pernety !,1299,Paris Pernety - Rue de la Sabliere,https://paris.craigslist.org/apa/d/apartment-in-the-heart-of-the-14th/6792222652.html,,
1350,A 24 sqm studio in Montmartre!,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6792210623.html,,1
1351,One bedroom apartment fully furnished,1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/one-bedroom-apartment-fully-furnished/6792205888.html,,
1352,Charming and quiet studio,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6792212366.html,,
1353,Compact Studio - 13m2** Available!,750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/compact-studio-13m2-available/6792201770.html,,
1354,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6792182934.html,63,
1355,Appartement à Grands Boulevards,1250,10ème arrondissement,https://paris.craigslist.org/apa/d/appartement-grands-boulevards/6792183077.html,46,
1356,"Appartement 2 chambres, Rue Custine",1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6792183312.html,57,
1357,Nice and spacious stuido apartment availabe at 7th Arrondissement,400,7th Arrondissement,https://paris.craigslist.org/apa/d/nice-and-spacious-stuido-apartment/6792163284.html,,1
1358,"Charming studio with wifi, Paris (2019-2020).",950,Butte aux Cailles,https://paris.craigslist.org/apa/d/charming-studio-with-wifi-paris/6792165267.html,16,1
1359,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6792153823.html,107,
1360,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6792153927.html,58,
1361,Studio rue de Richelieu,900,2ème arrondissement,https://paris.craigslist.org/apa/d/studio-rue-de-richelieu/6792154162.html,18,
1362,Appartement à Quartier Latin à Paris,4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6792154089.html,95,
1363,Studio Paris,990,,https://paris.craigslist.org/apa/d/studio-paris/6792143871.html,,1
1364,Studio Luxueux Aux Buttes Chaumont,500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6778427446.html,27,1
1365,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6778418358.html,13,1
1366,South of France Vacation Home,1000,Port Grimaud,https://paris.craigslist.org/apa/d/south-of-france-vacation-home/6774845064.html,,4
1367,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6791496189.html,23,
1368,Appartement à Grands Boulevards,1250,10ème arrondissement,https://paris.craigslist.org/apa/d/appartement-grands-boulevards/6791497541.html,46,
1369,- Studio - One block from metro Rambuteau,1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6791424938.html,,
1370,Totally Furnished Apartment: 1 bedroom - 53m2,1590,Paris Bastille Marais - Bd Richard Lenoir-,https://paris.craigslist.org/apa/d/totally-furnished-apartment-1-bedroom/6791418899.html,,
1371,- 3 Bedroom  apartment with balcony and view over Paris.-,2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony-and/6791436175.html,,
1372,70m2/ Stylish and modern rooftop apartment,1950,Paris Rambuteau - Rue St Martin -,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6791428893.html,,
1373,Bright Apartment; 1 Bedroom - 43m2,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/bright-apartment-1-bedroom-43m2/6791421302.html,,
1374,One bedroom apartment adjacent to Metro Cambronne.,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/one-bedroom-apartment-adjacent-to-metro/6791414809.html,,
1375,Spacious Apartment {1 Bedroom - 36m2},1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-apartment-1-bedroom-36m2/6791412966.html,,
1376,Apartment*  In a quiet residence on the 4th floor with elevator!,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/apartment-in-quiet-residence-on-the-4th/6791408575.html,,
1377,Calm and sunny fully furnished apartment!,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6791402152.html,,
1378,A 24 sqm studio in Montmartre,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6791399016.html,,1
1379,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6791379846.html,,
1380,"Studio mezzanine (21m²), proche Notre-Dame, Quai de la Tournelle",1250,5ème arrondissement,https://paris.craigslist.org/apa/d/studio-mezzanine-21m-proche-notre-dame/6791378982.html,21,
1381,Paris apartment rental near Madeleine,3775,1st arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-madeleine/6791356969.html,100,
1382,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6791356168.html,58,
1383,Grand appartement Rue Etienne Marcel,2700,2ème arrondissement,https://paris.craigslist.org/apa/d/grand-appartement-rue-etienne-marcel/6791356261.html,100,
1384,"Appartement 2 chambres, Rue Custine",1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6791356413.html,57,
1385,Elegant Studio apartment heart of Paris,400,5th arrondissements,https://paris.craigslist.org/apa/d/elegant-studio-apartment-heart-of-paris/6791351978.html,,1
1386,Studio apartment availbale at 1st Arrondissement,350,1st Arrondissement,https://paris.craigslist.org/apa/d/studio-apartment-availbale-at-1st/6791347102.html,,1
1387,Appartement à Champ de Mars à Paris,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6791333815.html,37,
1388,2 pièces 25m² Rue de la Mare,900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6791333667.html,25,
